trial,cars,stall,tick,score
1,50,10,2,90.0
1,50,18,3,81.34
1,50,9,4,81.5
1,50,13,5,80.0
1,50,14,6,78.66
1,50,17,7,76.86
1,50,14,8,76.24
1,50,20,9,74.44
1,50,13,10,74.4
1,50,14,11,74.18
1,50,13,12,74.16
1,50,20,13,73.08
1,50,17,14,72.58
1,50,20,15,71.74
1,50,14,16,71.74
1,50,18,17,71.3
1,50,16,18,71.12
1,50,20,19,70.52
1,50,15,20,70.5
1,50,18,21,70.2
1,50,14,22,70.28
1,50,21,23,69.74
1,50,15,24,69.74
1,50,27,25,68.8
1,50,15,26,68.84
1,50,18,27,68.66
1,50,17,28,68.58
1,50,14,29,68.68
1,50,13,30,68.86
1,50,13,31,69.04
1,50,8,32,69.5
1,50,12,33,69.7
1,50,13,34,69.82
1,50,18,35,69.66
1,50,20,36,69.38
1,50,22,37,69.02
1,50,12,38,69.22
1,50,11,39,69.44
1,50,13,40,69.56
1,50,20,41,69.32
1,50,14,42,69.38
1,50,21,43,69.12
1,50,18,44,69.0
1,50,19,45,68.84
1,50,17,46,68.78
1,50,22,47,68.52
1,50,15,48,68.54
1,50,15,49,68.58
1,50,19,50,68.44
1,50,15,51,68.48
1,50,14,52,68.54
1,50,17,53,68.5
1,50,13,54,68.6
1,50,21,55,68.4
1,50,19,56,68.28
1,50,25,57,67.96
1,50,17,58,67.94
1,50,22,59,67.72
1,50,14,60,67.8
1,50,14,61,67.86
1,50,11,62,68.04
1,50,12,63,68.16
1,50,16,64,68.16
1,50,25,65,67.88
1,50,14,66,67.94
1,50,16,67,67.94
1,50,14,68,68.0
1,50,18,69,67.94
1,50,13,70,68.02
1,50,17,71,68.0
1,50,18,72,67.94
1,50,21,73,67.8
1,50,15,74,67.84
1,50,22,75,67.68
1,50,13,76,67.76
1,50,19,77,67.68
1,50,18,78,67.64
1,50,22,79,67.5
1,50,11,80,67.62
1,50,13,81,67.7
1,50,9,82,67.88
1,50,14,83,67.92
1,50,16,84,67.92
1,50,19,85,67.86
1,50,13,86,67.94
1,50,12,87,68.02
1,50,13,88,68.1
1,50,20,89,68.0
1,50,16,90,68.0
1,50,18,91,67.96
1,50,17,92,67.94
1,50,20,93,67.84
1,50,16,94,67.86
1,50,17,95,67.84
1,50,16,96,67.84
1,50,23,97,67.7
1,50,14,98,67.74
1,50,17,99,67.72
1,50,13,100,67.78
1,50,18,101,67.74
1,50,16,102,67.74
1,50,19,103,67.68
1,50,15,104,67.72
1,50,18,105,67.68
1,50,15,106,67.7
1,50,19,107,67.64
1,50,15,108,67.66
1,50,18,109,67.64
1,50,17,110,67.62
1,50,23,111,67.5
1,50,14,112,67.54
1,50,17,113,67.52
1,50,14,114,67.56
1,50,15,115,67.58
1,50,13,116,67.64
1,50,19,117,67.58
1,50,16,118,67.6
1,50,19,119,67.54
1,50,17,120,67.54
1,50,23,121,67.42
1,50,14,122,67.46
1,50,17,123,67.44
1,50,12,124,67.52
1,50,19,125,67.48
1,50,15,126,67.5
1,50,18,127,67.46
1,50,13,128,67.52
1,50,16,129,67.52
1,50,16,130,67.52
1,50,21,131,67.46
1,50,20,132,67.4
1,50,26,133,67.24
1,50,12,134,67.32
1,50,12,135,67.38
1,50,14,136,67.42
1,50,20,137,67.36
1,50,13,138,67.4
1,50,17,139,67.4
1,50,12,140,67.46
1,50,16,141,67.46
1,50,14,142,67.5
1,50,18,143,67.46
1,50,12,144,67.52
1,50,22,145,67.44
1,50,18,146,67.42
1,50,21,147,67.36
1,50,14,148,67.4
1,50,17,149,67.38
1,50,17,150,67.38
1,50,20,151,67.32
1,50,9,152,67.42
1,50,14,153,67.46
